system:time_start,pr,srad,vs,etr,vpd,rmax,rmin,tmmn,tmmx
"May 9, 2016",5.279,3.298,100,51.164,256.541,284.025,298.523,0.555,5.691
"May 10, 2016",6.316,5.077,98.067,36.364,289.783,285.435,301.643,1.146,2.484
"May 11, 2016",4.702,0,100,54.285,257.36,283.455,295.563,0.468,5.033
"May 12, 2016",6.616,0,73.438,30.813,303.946,282.215,295.733,1.028,3.326
"May 13, 2016",9.106,0,100,25.346,254.373,278.525,301.063,1.26,6.264
"May 14, 2016",6.009,0,63.215,30.295,286.989,278.075,289.123,0.744,4.618
"May 15, 2016",4.158,1.013,63.473,33.015,129.649,280.915,291.053,0.825,2.531
"May 16, 2016",1.85,15.264,86.934,76,74.914,282.585,285.843,0.208,4.475
"May 17, 2016",3.354,0.484,100,54.183,185.945,278.675,290.503,0.341,4.342
"May 18, 2016",4.595,0,93.071,42.236,199.767,280.385,293.023,0.641,3.595
"May 19, 2016",4.288,2.589,81.742,46.665,204.618,282.855,292.183,0.635,2.807
"May 20, 2016",3.268,0,93.586,57.963,137.923,283.755,292.103,0.437,3.392
"May 21, 2016",5.406,0,85.778,51.014,248.295,285.645,294.593,0.656,4.675
"May 22, 2016",8.176,0,89.124,45.107,299.732,289.235,300.903,1.018,6.859
"May 23, 2016",4.839,17.684,98.906,63.025,244.524,288.605,296.823,0.463,5.953
"May 24, 2016",5.232,21.129,100,54.773,247.836,288.815,300.553,0.655,3.607
"May 25, 2016",5.018,16.671,100,64.165,268.771,290.345,300.243,0.43,5.579
"May 26, 2016",3.568,70.016,100,64.365,210.781,287.585,301.193,0.23,4.56
"May 27, 2016",4.09,11.324,100,61.597,199.065,287.605,297.843,0.423,4.579
"May 28, 2016",5.895,0,97.678,50.453,286.857,286.905,298.213,0.715,4.148
"May 29, 2016",7.662,2.105,82.035,35.174,302.538,288.985,303.033,1.415,3.166
"May 30, 2016",7.92,0,82.371,40.834,303.754,290.295,302.243,1.253,4.194
"May 31, 2016",5.006,0,100,50.593,241.732,287.935,298.948,0.732,2.644
"Jun 1, 2016",6.707,0,85.839,35.986,324.592,286.475,299.768,1.135,2.529
"Jun 2, 2016",7.086,0,86.355,32.308,325.869,286.555,301.528,1.314,2.455
"Jun 3, 2016",7.306,1.46,98.954,41.21,325.237,288.545,302.488,1.103,3.456
"Jun 4, 2016",8.612,0,87.331,35.19,327.065,287.175,301.158,1.23,5.083
"Jun 5, 2016",8.16,0,76.526,29.057,332.199,287.605,302.098,1.51,3.113
"Jun 6, 2016",9.415,0,87.014,27.025,325.404,287.285,305.068,1.711,3.962
"Jun 7, 2016",7.45,0,71.874,33.067,329.859,289.275,300.948,1.417,2.596
"Jun 8, 2016",10.104,0,79.665,33.987,324.381,292.325,305.668,1.721,4.992
"Jun 9, 2016",10.822,0,74.396,37.866,324.02,295.335,306.028,1.775,5.915
"Jun 10, 2016",9.91,0,81.178,43.342,320.676,296.155,306.388,1.585,5.576
"Jun 11, 2016",9.249,0,87.39,40.794,320.993,294.425,306.818,1.575,4.511
"Jun 12, 2016",8.639,0,96.238,42.752,320.57,293.175,306.478,1.379,4.394
"Jun 13, 2016",7.081,0,84.491,46.72,305.472,294.515,304.198,1.286,2.604
"Jun 14, 2016",9.134,6.82,94.669,38.951,318.435,293.125,307.578,1.585,4.293
"Jun 15, 2016",10.011,0,82.809,30.085,326.736,294.405,310.518,2.297,3.364
"Jun 16, 2016",8.519,0,95.47,45.763,320.51,295.825,308.128,1.442,3.863
"Jun 17, 2016",9.304,1.292,99.874,41.085,324.137,294.855,309.618,1.64,4.218
"Jun 18, 2016",7.422,0,100,50.209,306.09,293.645,305.218,1.06,4.108
"Jun 19, 2016",8.718,0,88.381,43.749,323.49,295.475,307.058,1.513,3.906
"Jun 20, 2016",8.104,0,89.432,38.653,318.632,295.625,309.388,1.839,2.379
"Jun 21, 2016",10.22,0,76.999,34.213,320.845,297.295,310.338,2.279,3.735
"Jun 22, 2016",12.725,0,75.717,27.074,324.837,296.135,312.368,2.749,4.973
"Jun 23, 2016",9.437,0,79.649,34.855,309.502,293.085,306.108,1.748,4.258
"Jun 24, 2016",8.066,0.389,80.866,52.185,292.743,295.675,302.918,1.162,5.321
"Jun 25, 2016",10.299,0,91.014,39.489,318.283,294.555,308.208,1.679,5.683
"Jun 26, 2016",5.142,0,100,56.324,257.298,291.745,303.118,0.696,2.116
"Jun 27, 2016",8.287,18.798,90.203,33.895,324.382,292.355,307.998,1.81,2.595
"Jun 28, 2016",6.899,0.442,89.022,44.743,295.491,292.125,303.248,1.192,2.873
"Jun 29, 2016",8.234,0,76.68,40.609,306.673,293.555,303.608,1.468,3.721
"Jun 30, 2016",7.571,0,93.973,39.859,316.183,292.438,305.474,1.376,2.867
"Jul 1, 2016",5.356,24.07,87.894,45.319,185.64,290.928,300.764,1.025,3.033
"Jul 2, 2016",4.323,18.92,100,64.697,225.029,290.428,298.144,0.409,4.324
"Jul 3, 2016",2.64,0,96.497,72.701,111.793,290.468,294.934,0.318,3.15
"Jul 4, 2016",6.14,0,100,49.661,317.224,291.638,303.114,0.894,1.986
"Jul 5, 2016",9.444,0,96.177,40.018,311.608,295.668,309.354,1.67,4.584
"Jul 6, 2016",7.203,10.845,100,48.577,317.304,292.498,307.274,0.957,3.743
"Jul 7, 2016",6.266,1.555,100,54.465,295.389,292.518,306.004,0.69,4.017
"Jul 8, 2016",5.896,0,95.863,50.934,200.467,295.038,304.924,1.066,3.594
"Jul 9, 2016",8.305,0,88.301,44.232,312.13,296.238,306.854,1.471,3.68
"Jul 10, 2016",10.305,0,81.947,43.638,314.691,297.418,306.934,1.605,6.347
"Jul 11, 2016",8.978,22.02,100,45.807,298.626,292.518,306.984,1.102,8.166
"Jul 12, 2016",4.233,0,100,75.8,267.396,293.638,300.514,0.153,3.019
"Jul 13, 2016",4.981,20.208,100,59.842,235.318,292.908,304.154,0.533,3.831
"Jul 14, 2016",5.991,0,100,51.007,282.942,291.428,302.794,0.83,3.016
"Jul 15, 2016",7.095,0,84.938,45.21,290.843,292.118,301.454,1.108,3.784
"Jul 16, 2016",8.576,0,90.028,42.916,310.039,293.598,304.844,1.314,4.962
"Jul 17, 2016",10.147,0,83.925,39.298,294.871,296.338,307.814,1.742,5.684
"Jul 18, 2016",9.282,0,79.997,40.045,306.04,296.998,307.344,1.754,4.267
"Jul 19, 2016",9.661,0,76.618,40.224,307.416,297.988,307.524,1.838,4.496
"Jul 20, 2016",11.182,0,75.909,37.053,306.95,298.558,309.194,2.098,5.581
