system:time_start,pr,srad,etr,vpd,vs
"Aug 5, 2017",4.9,0,250.5,0.44,9.2
"Aug 6, 2017",6,0,303.1,0.81,3.6
"Aug 7, 2017",4.3,13.2,253.4,0.6,1.8
"Aug 8, 2017",5.9,2,326.9,0.74,3.3
"Aug 9, 2017",6.4,3.9,319.5,0.88,3.6
"Aug 10, 2017",6.2,0,299.5,1.09,2.5
"Aug 11, 2017",5,2.4,246.5,0.72,3
"Aug 12, 2017",4.2,2.1,208.2,0.57,3
"Aug 13, 2017",5.6,0,318,0.72,2.7
"Aug 14, 2017",4.8,0,221.3,0.94,2
"Aug 15, 2017",4.5,1.3,240.1,0.67,2.1
"Aug 16, 2017",4.6,0,292.7,0.57,1.6
"Aug 17, 2017",5.4,5.7,173.1,0.97,4
"Aug 18, 2017",6,0,273.1,0.77,4.4
"Aug 19, 2017",5,2.9,254.5,0.54,5.6
"Aug 20, 2017",6.2,0,299.5,0.91,3.5
"Aug 21, 2017",6.1,0,293.7,1.17,2.3
"Aug 22, 2017",5,18.8,210.6,0.56,6.4
"Aug 23, 2017",5.3,0,266.2,0.57,6.3
"Aug 24, 2017",4.5,0,273.7,0.59,2.9
"Aug 25, 2017",4.6,0,296.9,0.68,1.9
"Aug 26, 2017",4.2,0,298.1,0.61,1.5
"Aug 27, 2017",5.4,0,293.4,0.69,3.9
"Aug 28, 2017",6,0,278.6,0.72,5.6
"Aug 29, 2017",3.7,0,175.9,0.49,3.8
"Aug 30, 2017",4.4,4.9,263.1,0.7,1.9
"Aug 31, 2017",3.5,0,207.7,0.33,5.7
"Sep 1, 2017",4.2,0,270,0.59,2.6
"Sep 2, 2017",6,5.7,256.5,0.86,4.8
"Sep 3, 2017",3.2,4.2,92.4,0.51,4.2
"Sep 4, 2017",6.7,16.8,235.4,0.9,6.6
"Sep 5, 2017",3,6.6,203.7,0.31,2.5
"Sep 6, 2017",3.2,1.5,206.8,0.55,1.3
"Sep 7, 2017",4.8,1.8,175.1,0.6,6.2
"Sep 8, 2017",3.5,0.5,160.7,0.45,4.3
"Sep 9, 2017",3.9,0,218,0.5,3.8
"Sep 10, 2017",3.3,0,218.1,0.6,1.5
"Sep 11, 2017",3.5,0,244.9,0.78,1
"Sep 12, 2017",3.9,0,242.6,0.95,1.2
"Sep 13, 2017",3.8,0,188.2,1,1.5
"Sep 14, 2017",3.6,0,214.4,0.59,1.8
"Sep 15, 2017",4.5,0,227.6,0.99,1.9
"Sep 16, 2017",4.7,0,228,1.09,2
"Sep 17, 2017",4.2,0,222.7,0.99,1.5
"Sep 18, 2017",4.5,0,216.9,0.98,2.2
"Sep 19, 2017",3.9,0,206.8,0.64,2.5
"Sep 20, 2017",3.9,0,220.1,0.77,1.8
"Sep 21, 2017",3.5,0,218.7,0.87,1
"Sep 22, 2017",3.5,0,211.3,0.72,1.4
"Sep 23, 2017",5,0,209.5,1.25,2.3
"Sep 24, 2017",4.8,0,208.2,1.34,2
"Sep 25, 2017",4.6,0,205.6,1.31,1.9
"Sep 26, 2017",4.5,0,198.4,1.18,1.9
"Sep 27, 2017",5.9,9.9,197.3,1.02,4.7
"Sep 28, 2017",3,0,167.6,0.36,4.8
"Sep 29, 2017",2.8,10.9,105.7,0.45,3.5
"Sep 30, 2017",2.9,0,170.2,0.38,4
"Oct 1, 2017",3.5,0,208.5,0.76,2
"Oct 2, 2017",4.7,0,204.7,1,2.9
"Oct 3, 2017",5.1,0,202.7,1.33,2.5
"Oct 4, 2017",6.1,6.1,169.9,1.02,5.6
"Oct 5, 2017",4.8,0,196.5,0.8,4.4
"Oct 6, 2017",2.9,2.1,64.4,0.78,2.5
"Oct 7, 2017",4.9,3.4,88,1.33,3.3
"Oct 8, 2017",4.8,18.3,177.2,0.75,5.5
"Oct 9, 2017",2.7,31.8,84.3,0.54,3.1
"Oct 10, 2017",3.8,0,177.7,0.87,2.6
"Oct 11, 2017",2.8,9.9,64.9,0.31,8.8
"Oct 12, 2017",4.3,0,57.1,0.58,7.9
"Oct 13, 2017",3.6,0,110.4,0.69,3.9
"Oct 14, 2017",3,2.2,75,0.86,2.3
"Oct 15, 2017",6.1,0.8,121.8,0.83,8.3
"Oct 16, 2017",2.7,0,172.8,0.34,4.9
"Oct 17, 2017",5.1,0,170.6,0.69,6.7
"Oct 18, 2017",4.7,0,167.8,0.88,4.1
"Oct 19, 2017",5.5,0,163.5,0.79,6.7
"Oct 20, 2017",4.5,0,164.6,0.86,4
"Oct 21, 2017",4,0,157.1,1.07,2.5
"Oct 22, 2017",4.5,0,139.1,1.28,2.7
"Oct 23, 2017",4.6,9.9,120,0.81,5.2
"Oct 24, 2017",4.3,0,118.3,0.58,7.2
"Oct 25, 2017",2.8,0,72.5,0.35,6.6
"Oct 26, 2017",2.7,0,144.8,0.43,3.7
"Oct 27, 2017",4.6,0,130.7,0.87,4.2
"Oct 28, 2017",2.6,6.2,56.3,0.41,4.7
"Oct 29, 2017",1.1,16.5,40.4,0.14,4.6
"Oct 30, 2017",3.4,2.3,71.4,0.34,12.7
"Oct 31, 2017",2.7,0,69.5,0.28,10
"Nov 1, 2017",2.9,8.4,64.4,0.54,3.5
"Nov 2, 2017",3.3,8.3,66.5,0.63,4.2
"Nov 3, 2017",1.6,0.9,91.2,0.2,5.1
"Nov 4, 2017",3.4,8.2,108.5,0.44,6.6
"Nov 5, 2017",2.4,11.7,69.1,0.42,3.9
"Nov 6, 2017",1.6,0,79.3,0.19,5.6
"Nov 7, 2017",1.2,0,75.3,0.26,1.9
"Nov 8, 2017",2.4,0,113.7,0.38,4
"Nov 9, 2017",2.8,2.3,121.5,0.3,8.5
"Nov 10, 2017",1.8,0,97,0.19,7.2
"Nov 11, 2017",1.8,0,111,0.27,3.5
"Nov 12, 2017",1.8,1.4,38.6,0.4,2.1
"Nov 13, 2017",0.9,0.6,35.3,0.23,1.4
"Nov 14, 2017",0.7,0,66.5,0.14,1.2
"Nov 15, 2017",2.3,1.3,111.3,0.32,5.2
"Nov 16, 2017",2.4,0,55.1,0.24,10.2
"Nov 17, 2017",2.5,0.9,113.1,0.39,4.2
"Nov 18, 2017",2,19.6,34.2,0.33,3.9
"Nov 19, 2017",1.8,1.5,49.3,0.18,9.6
"Nov 20, 2017",2.9,0,56.6,0.3,9.9
"Nov 21, 2017",4.4,5.1,106.9,0.55,8.1
"Nov 22, 2017",1.7,0,63,0.2,6.1
"Nov 23, 2017",2.5,0,65.2,0.29,7.2
"Nov 24, 2017",3.9,0,103.4,0.56,6.3
"Nov 25, 2017",2.7,2,49.7,0.33,7.4
"Nov 26, 2017",3.1,0,68.7,0.35,8.9
"Nov 27, 2017",2.1,0,83.2,0.31,4.6
"Nov 28, 2017",5.8,0,99.5,0.94,6.2
"Nov 29, 2017",2.2,0,71.8,0.3,5.3
"Nov 30, 2017",2.4,3.1,71.9,0.34,5.6
"Dec 1, 2017",1.5,0,72,0.24,4.1
"Dec 2, 2017",0.8,0,74.1,0.18,1.8
"Dec 3, 2017",0.8,0,97.9,0.22,1.6
"Dec 4, 2017",1.9,4.2,93,0.32,4.4
"Dec 5, 2017",2.1,1.2,45.1,0.23,9.4
"Dec 6, 2017",3.1,1.2,58.7,0.3,11.9
"Dec 7, 2017",2,0,33.2,0.2,9
"Dec 8, 2017",1.6,0,63.5,0.16,9.4
"Dec 9, 2017",1.2,0.3,73.3,0.17,4.2
"Dec 10, 2017",1,1,48.2,0.1,8.8
"Dec 11, 2017",0.7,6.7,57.1,0.1,3.5
"Dec 12, 2017",0.4,4.2,49,0.04,7.1
"Dec 13, 2017",0.3,2,73.6,0.03,6.7
"Dec 14, 2017",0.3,0,73.2,0.03,6.3
"Dec 15, 2017",0.3,1.6,45.8,0.03,7.3
"Dec 16, 2017",0.2,0.5,35.2,0.02,7.3
"Dec 17, 2017",1,0,62.3,0.12,4.6
"Dec 18, 2017",1.9,0.4,23.2,0.28,4.4
"Dec 19, 2017",2.6,0,68.7,0.28,10
"Dec 20, 2017",1.4,0,50.1,0.16,6.3
"Dec 21, 2017",1.2,3,55.4,0.16,4.9
"Dec 22, 2017",1,2.4,26.4,0.1,7.1
"Dec 23, 2017",0.3,11.5,36.5,0.03,3.9
"Dec 24, 2017",0.7,5.7,82,0.09,5.1
"Dec 25, 2017",0,0.3,67.5,0,12.4
"Dec 26, 2017",0.4,0,74.5,0.03,11
"Dec 27, 2017",0.2,1.9,55.7,0.01,6.3
"Dec 28, 2017",0.1,0.9,80.1,0.01,3.9
"Dec 29, 2017",0.3,0.3,37.4,0.03,2.1
"Dec 30, 2017",0.1,4.7,37.6,0,4.1
"Dec 31, 2017",0.1,1,71.8,0.01,3.7
"Jan 1, 2018",0.3,1,63.2,0.03,6.4
"Jan 2, 2018",0.4,0.4,84.6,0.04,12.2
"Jan 3, 2018",0.9,0.5,82.5,0.09,8.5
"Jan 4, 2018",0.1,2.5,54.8,0,7.6
"Jan 5, 2018",0.3,2.2,55.5,0.02,10.8
"Jan 6, 2018",0.5,0.3,76.1,0.04,8.3
"Jan 7, 2018",1.9,0.7,81.8,0.18,9
"Jan 8, 2018",2.7,2,32.9,0.27,10.5
"Jan 9, 2018",0.9,0,74.4,0.1,6.5
"Jan 10, 2018",1.9,0.4,93.8,0.32,3.8
"Jan 11, 2018",3.2,6,48.8,0.75,3.1
"Jan 12, 2018",2.2,17.3,27,0.28,5.8
"Jan 13, 2018",0.5,0,103.2,0.05,7.8
"Jan 14, 2018",0.5,0,72.4,0.07,3.2
"Jan 15, 2018",0.6,1.3,87.4,0.06,7.2
"Jan 16, 2018",0.4,0.4,57,0.06,2.1
"Jan 17, 2018",0.5,0,84.6,0.04,8.6
"Jan 18, 2018",1.5,0,94.4,0.14,9.9
"Jan 19, 2018",2.8,0,106.8,0.28,10.1
"Jan 20, 2018",2.4,0,110.6,0.25,9.8
"Jan 21, 2018",1.2,0.8,109.9,0.23,2.8
"Jan 22, 2018",3.1,6.6,30.8,0.43,6
"Jan 23, 2018",1.6,1,56,0.17,7.1
"Jan 24, 2018",0.9,0,88.6,0.1,5.7
"Jan 25, 2018",1.2,0,83.1,0.18,2.9
"Jan 26, 2018",2.4,0,120.5,0.37,4.3
"Jan 27, 2018",3.1,1.9,68.9,0.37,7.5
"Jan 28, 2018",2,0,121.9,0.28,4.6
"Jan 29, 2018",1.4,5.1,58.5,0.15,5.8
"Jan 30, 2018",0.4,0.7,67.2,0.03,6.2
"Jan 31, 2018",1.9,1.7,63.9,0.2,6.7
"Feb 1, 2018",1.9,0,94.2,0.19,7.8
"Feb 2, 2018",0.9,0,71.8,0.08,8.6
"Feb 3, 2018",2.4,1.4,55.7,0.24,8.6
"Feb 4, 2018",0.5,4.5,81.3,0.04,5
"Feb 5, 2018",0.5,1.6,135.6,0.04,8.6
"Feb 6, 2018",0.9,0.7,78.6,0.09,6.1
"Feb 7, 2018",0.5,5.6,41.4,0.04,4.8
"Feb 8, 2018",0.6,0,91.8,0.05,7.8
"Feb 9, 2018",1,5.6,117.4,0.11,4.6
"Feb 10, 2018",0.6,4.5,56.3,0.08,1.5
"Feb 11, 2018",2.7,0,49.1,0.32,6.5
"Feb 12, 2018",0.9,0,149.3,0.08,6.5
"Feb 13, 2018",1.5,0,146.8,0.21,2.7
"Feb 14, 2018",3.3,0,173.8,0.42,5.3
"Feb 15, 2018",3.4,0,155,0.5,4.6
"Feb 16, 2018",1,0,80.3,0.09,6.1
"Feb 17, 2018",1.3,0,159.8,0.15,3.8
"Feb 18, 2018",1.8,0,159.2,0.2,5.5
"Feb 19, 2018",3.3,11.6,84.8,0.67,2.9
"Feb 20, 2018",3.7,3.6,106.9,0.96,2.7
"Feb 21, 2018",3.8,1.9,54.5,0.56,5.2
"Feb 22, 2018",1.7,0,82.1,0.22,4
"Feb 23, 2018",3,3.3,60.8,0.4,5.6
"Feb 24, 2018",2.7,5.8,144.7,0.37,4.3
"Feb 25, 2018",3.6,0,168.1,0.37,8.8
"Feb 26, 2018",2.8,0,205.4,0.3,6
"Feb 27, 2018",4,0,199.3,0.54,4.9
"Feb 28, 2018",4.2,0,162.1,0.73,3.7
"Mar 1, 2018",1.3,12.4,174.4,0.1,6.7
"Mar 2, 2018",1.9,0.4,128.2,0.17,9
"Mar 3, 2018",1.8,0,177.5,0.16,6.9
"Mar 4, 2018",2,0,218.8,0.17,6.1
"Mar 5, 2018",1.2,0,126.2,0.13,3.1
"Mar 6, 2018",1.8,0,123.4,0.19,5.2
"Mar 7, 2018",1.6,1.3,157,0.14,5
"Mar 8, 2018",1.5,2,145.8,0.13,6.6
"Mar 9, 2018",1.9,2.8,155.7,0.16,8.5
"Mar 10, 2018",1.8,0,109.3,0.16,7.1
"Mar 11, 2018",1.5,0,124.6,0.18,3.3
"Mar 12, 2018",1.1,0.6,101.5,0.16,1.2
"Mar 13, 2018",1.5,4.7,76,0.16,5.2
"Mar 14, 2018",1.2,0,167.5,0.08,9.3
"Mar 15, 2018",2.2,0,143.7,0.21,6.7
"Mar 16, 2018",1.9,0,148.5,0.16,9.3
"Mar 17, 2018",2.6,0,229.4,0.23,6.5
"Mar 18, 2018",2.3,0,196,0.33,2.3
"Mar 19, 2018",2.1,0,239.4,0.2,4.5
"Mar 20, 2018",2.5,0,249.5,0.21,7.5
"Mar 21, 2018",2.7,0,239.8,0.25,6.5
"Mar 22, 2018",2.6,0,211.7,0.26,5.6
"Mar 23, 2018",2.6,0,156.7,0.28,5.3
"Mar 24, 2018",2.5,0,205.5,0.24,5.4
"Mar 25, 2018",2.8,0,248.6,0.27,5.7
"Mar 26, 2018",4.1,0,279.5,0.43,5.3
"Mar 27, 2018",2.5,5.1,90.9,0.31,4.5
"Mar 28, 2018",2,0.3,207,0.2,1.2
"Mar 29, 2018",1.6,17.5,67.7,0.23,2.7
"Mar 30, 2018",2,0,105.8,0.2,5.4
"Mar 31, 2018",3.5,3.9,263.8,0.34,5.5
"Apr 1, 2018",2.7,0,191.2,0.25,7
"Apr 2, 2018",3,0,224.4,0.4,2.8
"Apr 3, 2018",4.1,10,157.5,0.5,5.5
"Apr 4, 2018",3.1,0,155.4,0.27,11.5
"Apr 5, 2018",3.3,0,201.6,0.31,7.2
"Apr 6, 2018",2.3,0.5,136.8,0.21,6.9
"Apr 7, 2018",2.6,0,235.9,0.23,6.7
"Apr 8, 2018",2.5,0,180.7,0.25,4.8
"Apr 9, 2018",2,0,141.8,0.32,1.6
"Apr 10, 2018",2.4,0.9,174,0.28,3.2
"Apr 11, 2018",2.4,0.5,137.3,0.28,3.7
"Apr 12, 2018",3.5,0.9,102.7,0.54,3.6
"Apr 13, 2018",1.9,1.3,116.6,0.21,3.1
"Apr 14, 2018",1.1,8.5,79.1,0.09,10.3
"Apr 15, 2018",2.8,18.2,95.2,0.24,13.4
"Apr 16, 2018",1.9,13.8,89,0.17,7
"Apr 17, 2018",2.4,1.2,121.3,0.21,9.4
"Apr 18, 2018",2.1,0,138.9,0.19,6.7
"Apr 19, 2018",1.7,0,113.1,0.15,6.5
"Apr 20, 2018",3.4,0,325,0.28,5.2
"Apr 21, 2018",4.5,0,330.4,0.49,3.6
"Apr 22, 2018",4.5,0,336.8,0.81,1.3
"Apr 23, 2018",7.5,0,333.6,1.16,3.7
"Apr 24, 2018",4.6,2.1,231.9,0.8,2.4
"Apr 25, 2018",1.8,10,82.4,0.2,3.8
"Apr 26, 2018",3.7,0,191.4,0.4,5.3
"Apr 27, 2018",4.5,0.3,312.4,0.68,1.8
"Apr 28, 2018",1.7,5,137.3,0.13,3.9
"Apr 29, 2018",3.7,0,214.2,0.36,6.6
"Apr 30, 2018",6.6,0,345.4,0.73,5.6
"May 1, 2018",8.7,0,280.9,1.26,5.6
"May 2, 2018",9.9,1.3,327.5,1.45,6.2
"May 3, 2018",4.4,14.6,265.8,0.4,5.1
"May 4, 2018",7.6,0,288,0.87,7.7
"May 5, 2018",7.3,0,342.1,0.99,4.4
"May 6, 2018",5,0,281.6,0.66,3.1
"May 7, 2018",5.7,0,313.7,0.78,3.3
"May 8, 2018",6.7,0,348.4,1.04,2.8
"May 9, 2018",8.5,0,348.2,1.37,3.9
"May 10, 2018",3.2,0,188.8,0.29,5.6
"May 11, 2018",3.9,0,276.9,0.48,2.3
"May 12, 2018",3.5,0,201.3,0.62,1.5
"May 13, 2018",5.7,0,342,0.81,2.5
"May 14, 2018",5.7,8.9,347.6,0.78,2
"May 15, 2018",3.6,5.7,230.6,0.44,1.6
"May 16, 2018",5.9,0,354.2,0.74,2.6
"May 17, 2018",5.6,0,359.5,0.72,1.9
"May 18, 2018",7.2,7.6,363.1,0.84,5.1
"May 19, 2018",4.8,3.7,154.9,0.74,4.1
"May 20, 2018",3.8,0,198.2,0.44,3.6
"May 21, 2018",5.9,6.2,371.5,1.04,1.3
"May 22, 2018",4.5,8,201.2,0.84,2.2
"May 23, 2018",7.2,0,363.5,0.87,4.5
"May 24, 2018",8.9,0,365.1,1.32,4.5
"May 25, 2018",9.6,0,365.4,1.32,5.7
"May 26, 2018",6.8,0,310.7,1.08,3.1
"May 27, 2018",7.9,0,354.4,1.08,4.3
"May 28, 2018",6.1,0,360,0.88,1.1
"May 29, 2018",7.2,0,365.3,0.84,4.1
"May 30, 2018",10.2,0,333.7,1.65,5.4
"May 31, 2018",7.2,0,254.7,1.19,4.3
"Jun 1, 2018",4.2,0,202.6,0.66,2
"Jun 2, 2018",4.4,0,286,0.43,2
"Jun 3, 2018",5.2,13.7,224.7,0.68,4.4
"Jun 4, 2018",4.1,1.3,202.8,0.43,5.1
"Jun 5, 2018",4.4,0,245.8,0.49,4.1
"Jun 6, 2018",3.2,0,210.1,0.34,2.2
"Jun 7, 2018",6.1,0,354.2,0.92,2
"Jun 8, 2018",5.6,0,354.7,0.8,1.4
"Jun 9, 2018",4.1,0,180.9,1,1.4
"Jun 10, 2018",5.6,0,293.9,0.74,3.1
"Jun 11, 2018",7.5,0,367.5,1.11,3.3
"Jun 12, 2018",7.3,0,358.7,1.42,2
"Jun 13, 2018",5.9,0,196.4,0.85,5.1
"Jun 14, 2018",7.6,0,359.8,0.86,5.7
"Jun 15, 2018",6.8,0,361.4,1.15,2.2
"Jun 16, 2018",7.8,0,350.8,1.49,2.5
"Jun 17, 2018",8.1,0,350.7,1.74,2.3
"Jun 18, 2018",6.9,14.3,241.9,0.91,6.1
"Jun 19, 2018",6.1,0,350.8,0.82,2.4
"Jun 20, 2018",6.2,0,331.9,1.05,2
"Jun 21, 2018",6.1,0,360.5,0.72,3.3
"Jun 22, 2018",6.7,0.3,313.2,0.85,4.5
"Jun 23, 2018",4.2,3.3,128.3,0.72,3.7
"Jun 24, 2018",2.1,9.1,105,0.25,1.7
"Jun 25, 2018",6.1,0,367.9,0.89,2
"Jun 26, 2018",8,2.5,364.1,1.26,3.3
"Jun 27, 2018",4.3,4.4,157.2,0.67,3.4
"Jun 28, 2018",6.7,0,325.3,0.94,3.1
"Jun 29, 2018",8.9,0,351.5,1.44,4
"Jun 30, 2018",8.7,0,347.1,1.37,4
"Jul 1, 2018",8.9,0,363.8,1.59,3.1
"Jul 2, 2018",8.1,0,333.4,1.25,3.7
"Jul 3, 2018",7.5,0,371.4,1.48,1.7
"Jul 4, 2018",8,0,352.7,1.83,2
"Jul 5, 2018",7,2,290.3,1.16,3.1
"Jul 6, 2018",7.1,0,373.2,0.72,5.8
"Jul 7, 2018",6.5,0,370.4,1.29,1.4
"Jul 8, 2018",7.7,0,369.8,1.43,2.2
"Jul 9, 2018",9.4,0,364.6,1.52,4.3
"Jul 10, 2018",8.2,0,349,1.28,3.7
"Jul 11, 2018",7.3,0,365.8,1.1,2.9
"Jul 12, 2018",7.8,0,362,1.53,2.3
"Jul 13, 2018",7.5,0,323.4,1.92,1.9
"Jul 14, 2018",7.5,0,320.1,1.32,2.9
"Jul 15, 2018",6.4,0,281.7,1.35,2
"Jul 16, 2018",7.3,0.5,337.8,1.51,1.9
"Jul 17, 2018",8.3,0,342.2,1.15,5
"Jul 18, 2018",6.7,0,355,0.96,2.8
"Jul 19, 2018",7.2,0,357.6,1.28,2.2
"Jul 20, 2018",10,0,351.6,1.62,5
"Jul 21, 2018",6.9,27.9,283.5,0.8,6.6
"Jul 22, 2018",5.6,6.3,129.3,0.8,6.9
"Jul 23, 2018",7.3,2.7,241.3,1.03,6.1
"Jul 24, 2018",7,5.1,283.1,0.99,4.6
"Jul 25, 2018",4.9,0.6,250.1,0.74,1.9
"Jul 26, 2018",7.5,0,331,1.13,3.6
"Jul 27, 2018",6.4,0,310.7,0.82,3.8
"Jul 28, 2018",5.6,0,269,0.7,4.2
"Jul 29, 2018",6.3,0,334.4,0.96,2.4
"Jul 30, 2018",5.7,0,315.9,0.88,1.9
"Jul 31, 2018",6.8,0,317.3,1.01,3.3
"Aug 1, 2018",5.9,0,222.7,0.92,4.2
"Aug 2, 2018",6.9,0,303.7,1.17,3.2
"Aug 3, 2018",5.6,0,295.6,0.93,1.9
"Aug 4, 2018",6.4,0,323.2,1.17,1.9
"Aug 5, 2018",8.6,0,313.1,1.65,3.7
"Aug 6, 2018",8.3,5.8,293.5,1.54,4
"Aug 7, 2018",4.4,0.5,196.1,0.78,2.1
"Aug 8, 2018",3.5,29.9,188.8,0.58,1.2
"Aug 9, 2018",6.5,0,318.1,0.95,3.1
"Aug 10, 2018",5.3,0,320.8,0.52,3.6
"Aug 11, 2018",5.4,0,320.8,0.81,1.7
"Aug 12, 2018",5.2,0,311.3,1.06,1
"Aug 13, 2018",4.5,1.5,263.1,0.68,1.3
"Aug 14, 2018",4.9,0,201.1,0.86,2.9
"Aug 15, 2018",7.1,0,306.9,1.07,4.1
"Aug 16, 2018",5.9,1.4,288.4,1.11,2.1
"Aug 17, 2018",4.5,16.3,226.2,0.59,2.8
"Aug 18, 2018",4.3,0,277.5,0.38,2.9
"Aug 19, 2018",5.3,0,303.6,0.61,3.4
"Aug 20, 2018",5.7,0,302,0.61,4.9
"Aug 21, 2018",4.6,18.5,175.1,0.59,5.3
"Aug 22, 2018",5.1,0,239.5,0.52,7.4
"Aug 23, 2018",6.8,0,297.6,0.85,5.8
"Aug 24, 2018",6.6,0,289.3,1.09,3.6
"Aug 25, 2018",6.7,0,283.4,1.18,3.4
"Aug 26, 2018",5.8,0,261.4,0.89,3.6
"Aug 27, 2018",6,0,248.4,1.06,3.3
"Aug 28, 2018",8.2,0,270.8,1.33,5.6
"Aug 29, 2018",6.4,0.9,238.2,0.95,5
"Aug 30, 2018",4.3,0,274.8,0.41,4.4
"Aug 31, 2018",5.9,0,282,0.83,4.1
"Sep 1, 2018",6.2,0,257.4,1.31,2.7
"Sep 2, 2018",5.9,0,192.9,1.24,3.5
"Sep 3, 2018",6.1,4.2,212.2,1.18,3.6
"Sep 4, 2018",4.9,0,237,1.27,1.5
"Sep 5, 2018",6.8,0,239.5,1.63,2.9
"Sep 6, 2018",4,0,176.7,0.71,2.8
"Sep 7, 2018",5.5,0,240.6,1.04,3
"Sep 8, 2018",5.1,0,229,0.59,6.4
"Sep 9, 2018",4.9,8.9,225.2,0.52,8.1
"Sep 10, 2018",2.3,10.2,59.8,0.24,9.3
"Sep 11, 2018",2.4,0,133.7,0.39,1.6
"Sep 12, 2018",4,0,235.6,0.5,3.1
"Sep 13, 2018",5.1,0,203.6,0.76,4.6
"Sep 14, 2018",4.7,0,179.1,0.87,3.4
"Sep 15, 2018",4.5,0,228.3,0.92,2
"Sep 16, 2018",4.7,0,225.8,1.02,2.1
"Sep 17, 2018",4.3,0,213,0.86,2.3
"Sep 18, 2018",4.2,0,220.8,0.9,1.8
"Sep 19, 2018",3.7,0,218.4,0.54,2.9
"Sep 20, 2018",4.9,0,136.6,0.79,5.2
"Sep 21, 2018",8.3,0,200.8,1.12,9
"Sep 22, 2018",3.4,0,197.2,0.47,3.7
"Sep 23, 2018",4.4,0,217.9,0.77,3.1
"Sep 24, 2018",5.8,11.2,205.6,0.71,7.8
"Sep 25, 2018",3.5,16.8,94,0.58,4.7
"Sep 26, 2018",1.9,3,102.9,0.17,6
"Sep 27, 2018",3.1,0,186.7,0.54,2.4
"Sep 28, 2018",4.7,4.1,202.3,0.6,6.2
"Sep 29, 2018",4.6,0,207.8,0.6,5.7
"Sep 30, 2018",1.9,9.5,60.2,0.32,2.8
"Oct 1, 2018",1.1,7.3,47.8,0.11,5.8
"Oct 2, 2018",1.9,4.9,120,0.2,3.2
"Oct 3, 2018",3.1,4.2,159.1,0.55,2.7
"Oct 4, 2018",2.9,0,118,0.34,6.2
"Oct 5, 2018",3.7,0,172.3,0.45,6
"Oct 6, 2018",3.2,16,148.9,0.67,2.5
"Oct 7, 2018",0.9,0.6,68,0.05,4.3
"Oct 8, 2018",4.8,5,123.5,0.85,4.8
"Oct 9, 2018",3.9,0,160.3,0.93,2.6
"Oct 10, 2018",4,0,177.4,0.91,2.6
"Oct 11, 2018",3,0,158.2,0.31,7.6
"Oct 12, 2018",2.2,10.1,103.8,0.22,7.5
"Oct 13, 2018",2.4,0,108,0.28,6
"Oct 14, 2018",3.2,0,123.4,0.51,4
"Oct 15, 2018",2.4,0,42.2,0.28,8.1
"Oct 16, 2018",3.3,0,155.2,0.33,9.8
"Oct 17, 2018",2.9,0,132.9,0.27,10.7
"Oct 18, 2018",2.5,0,108.9,0.26,7.5
"Oct 19, 2018",4.3,2.7,150.9,0.46,10.2
"Oct 20, 2018",2.6,0.4,123.9,0.27,8.3
"Oct 21, 2018",2.2,0,110.3,0.25,6.5
"Oct 22, 2018",2.1,0,97,0.3,4.1
"Oct 23, 2018",2.2,0,87.3,0.28,5.4
"Oct 24, 2018",1.3,0,78.3,0.14,6.4
"Oct 25, 2018",2,0,111.6,0.32,3
"Oct 26, 2018",2.1,3.3,85.4,0.25,5.9
"Oct 27, 2018",0.9,9.6,46.1,0.08,8.2
"Oct 28, 2018",0.7,2.1,42.8,0.09,2.3
"Oct 29, 2018",0.9,0,58.1,0.08,6.9
"Oct 30, 2018",2.3,9,146.8,0.36,3.6
"Oct 31, 2018",1.9,5,34.9,0.35,3.5
"Nov 1, 2018",0.9,44.1,42.7,0.1,4.1
"Nov 2, 2018",0.9,3.1,53.6,0.1,3.7
"Nov 3, 2018",1.3,1.7,53.1,0.12,8.1
"Nov 4, 2018",2.4,0,95.6,0.32,5.4
"Nov 5, 2018",3.2,4.4,62.7,0.53,4.8
"Nov 6, 2018",4.9,8,86.2,0.61,9.2
"Nov 7, 2018",2.9,0,82,0.3,10.7
"Nov 8, 2018",2.1,0.4,78,0.25,6.2
"Nov 9, 2018",0.8,5.4,58.3,0.07,6
"Nov 10, 2018",1.9,0,68.7,0.17,12.2
"Nov 11, 2018",1.4,0,58.8,0.19,4.4
"Nov 12, 2018",1.2,0,75.8,0.25,2
"Nov 13, 2018",1,0,41.2,0.11,5.6
"Nov 14, 2018",1.8,0,66.4,0.21,5.9
"Nov 15, 2018",1.2,17.9,102.4,0.14,5.6
"Nov 16, 2018",1.1,0,24.3,0.11,7.9
"Nov 17, 2018",1.2,0,57.5,0.12,7.1
"Nov 18, 2018",0.8,0,76.9,0.16,1.9
"Nov 19, 2018",1.1,0,92.9,0.23,2.3
"Nov 20, 2018",0.8,3.3,37.8,0.1,3.9
"Nov 21, 2018",1,0,55.7,0.09,10.1
"Nov 22, 2018",0.7,0,98.4,0.09,3.8
"Nov 23, 2018",1.6,0,55.7,0.22,3.8
"Nov 24, 2018",1.7,5.5,61,0.24,4.5
"Nov 25, 2018",1.5,8.8,65.3,0.24,4.1
"Nov 26, 2018",1.1,12.7,39.4,0.12,5.7
"Nov 27, 2018",0.7,12.4,55,0.06,9.2
"Nov 28, 2018",1.2,0.7,61.2,0.11,9.7
"Nov 29, 2018",1,0,59.7,0.12,5.2
